"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"Tua Pek Kong Temple, Sibu","Sarawak","Sibu","heritage","Tua Pek Kong Temple, Sibu is a heritage stop in Sibu, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jln Temple, 96000 Sibu, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 343 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Temple, 96000 Sibu, Sarawak, Malaysia","2.2870298","111.8262408","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_tua_pek_kong_temple_sibu_sarawak_sibu_fe3d3c8a80.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/profile.php?id=100081520437965","084-318 005","4.60","4.60"
"Sibu Graffiti River","Sarawak","Sibu","culture","Sibu Graffiti River is a culture stop in Sibu, Sarawak, useful for local cultural exploration. It is located around 18 2, Jalan Central, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia. Google Places shows a rating context of 5.0/5 from about 60 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","18 2, Jalan Central, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia","2.289892","111.8280932","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_sibu_graffiti_river_sarawak_sibu_1319b1e8cc.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6066986508196569016","","5.00","5.00"
"Al-Qadim Mosque","Sarawak","Sibu","heritage","Al-Qadim Mosque is a heritage stop in Sibu, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Tun Abang Haji Openg, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia. Google Places shows a rating context of 4.8/5 from about 107 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Tun Abang Haji Openg, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia","2.2927108","111.8247381","0.00","Monday: 4:15 AM - 10:30 PM | Tuesday: 4:15 AM - 10:30 PM | Wednesday: 4:15 AM - 10:30 PM | Thursday: 4:15 AM - 10:30 PM | Friday: 4:15 AM - 10:30 PM | Saturday: 4:15 AM - 10:30 PM | Sunday: 4:15 AM - 10:30 PM","uploads/places/google_bulk_al_qadim_mosque_sarawak_sibu_c47913536c.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/Masjid-Al-Qadim-Sibu-112325134836236/","","4.80","4.80"
"Sibu Central Market","Sarawak","Sibu","heritage","Sibu Central Market is a heritage stop in Sibu, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jln Channel, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 10261 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Channel, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia","2.2875463","111.828733","0.00","Monday: 6:00 AM - 6:00 PM | Tuesday: 6:00 AM - 6:00 PM | Wednesday: 6:00 AM - 6:00 PM | Thursday: 6:00 AM - 6:00 PM | Friday: 6:00 AM - 6:00 PM | Saturday: 6:00 AM - 6:00 PM | Sunday: 6:00 AM - 6:00 PM","uploads/places/google_bulk_sibu_central_market_sarawak_sibu_2a80fd0c47.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=4284567542140881114","084-313 449","4.20","4.20"
"Sibu Cultural Heritage Museum","Sarawak","Sibu","museum","Sibu Cultural Heritage Museum is a museum stop in Sibu, Sarawak, useful for history, exhibits, and educational visits. It is located around Jalan Central, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia. Google Places shows a rating context of 4.0/5 from about 11 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Central, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia","2.2896064","111.8280034","10.00","Monday: 8:00 AM - 1:00 PM, 2:00 - 5:00 PM | Tuesday: 8:00 AM - 1:00 PM, 2:00 - 5:00 PM | Wednesday: 8:00 AM - 1:00 PM, 2:00 - 5:00 PM | Thursday: 8:00 AM - 1:00 PM, 2:00 - 5:00 PM | Friday: 8:00 AM - 1:00 PM, 2:00 - 5:00 PM | Saturday: Closed | Sunday: Closed","uploads/places/google_bulk_sibu_cultural_heritage_museum_sarawak_sibu_2740fb7a84.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=5055674844335021095","","4.00","4.00"
"Taman Tumbina Zoo","Sarawak","Bintulu","nature","Taman Tumbina Zoo is a nature stop in Bintulu, Sarawak, useful for outdoor scenery and eco-tourism. It is located around Jalan Tun Razak, Taman Tumbina, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.1/5 from about 1456 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Tun Razak, Taman Tumbina, 97000 Bintulu, Sarawak, Malaysia","3.2040272","113.0475777","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_taman_tumbina_zoo_sarawak_bintulu_c798c56814.jpg","1","120","","","","1","Morning","0","http://www.tumbina.com.my/","086-337 709","4.10","4.10"
"Bintulu Waterfront","Sarawak","Bintulu","culture","Bintulu Waterfront is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 85 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","97000 Bintulu, Sarawak, Malaysia","3.1795492","113.034009","0.00","","uploads/places/google_bulk_bintulu_waterfront_sarawak_bintulu_fc76a485c9.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=9261741435745518339","","4.20","4.20"
"Pantai Batu Mandi","Sarawak","Bintulu","culture","Pantai Batu Mandi is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 104 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","97000 Bintulu, Sarawak, Malaysia","3.3229854","113.1290773","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_pantai_batu_mandi_sarawak_bintulu_bbe090c515.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=12440339327181561349","","4.50","4.50"
"Tumbina Hill Peak Point","Sarawak","Bintulu","culture","Tumbina Hill Peak Point is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 62 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","97000 Bintulu, Sarawak, Malaysia","3.2045085","113.0531834","0.00","Monday: 6:00 AM - 7:00 PM | Tuesday: 6:00 AM - 7:00 PM | Wednesday: 6:00 AM - 7:00 PM | Thursday: 6:00 AM - 7:00 PM | Friday: 6:00 AM - 7:00 PM | Saturday: 6:00 AM - 7:00 PM | Sunday: 6:00 AM - 7:00 PM","uploads/places/google_bulk_tumbina_hill_peak_point_sarawak_bintulu_c15526bae8.jpg","1","90","","","","0","Morning or afternoon","0","http://www.tumbina.com.my/","086-337 709","4.50","4.50"
"Pasar TAMU Bintulu","Sarawak","Bintulu","shopping","Pasar TAMU Bintulu is a shopping stop in Bintulu, Sarawak, useful for markets, souvenirs, and urban traveller facilities. It is located around Jalan Main Bazaar, Shahida Commercial Centre, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 3378 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Main Bazaar, Shahida Commercial Centre, 97000 Bintulu, Sarawak, Malaysia","3.170598","113.0404608","0.00","Monday: 6:00 AM - 4:00 PM | Tuesday: 6:00 AM - 4:00 PM | Wednesday: 6:00 AM - 4:00 PM | Thursday: 6:00 AM - 4:00 PM | Friday: 6:00 AM - 4:00 PM | Saturday: 6:00 AM - 2:00 PM | Sunday: 6:00 AM - 2:00 PM","uploads/places/google_bulk_pasar_tamu_bintulu_sarawak_bintulu_d502a4b66f.jpg","1","90","","","","0","Afternoon or evening","0","https://maps.google.com/?cid=4151661058682197375","014-591 0309","4.20","4.20"
"Butterfly Gallery","Sarawak","Bintulu","culture","Butterfly Gallery is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 624W+MG, Taman Tumbina, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","624W+MG, Taman Tumbina, 97000 Bintulu, Sarawak, Malaysia","3.2067417","113.0463438","0.00","","uploads/places/google_bulk_butterfly_gallery_sarawak_bintulu_74da87af35.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6033367813400677103","","4.30","4.30"
"Turtle Beach 1","Sarawak","Bintulu","culture","Turtle Beach 1 is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 12 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Bintulu, Sarawak, Malaysia","3.3953168","113.1752562","0.00","","uploads/places/google_bulk_turtle_beach_1_sarawak_bintulu_2add793d0c.jpg","1","90","","","","1","Morning or afternoon","0","https://www.facebook.com/pages/Turtle-Beach-1-Similajau-National-Park/1849485188607078","","4.30","4.30"
"Lasar Kenyalang - Bintulu Festival Park","Sarawak","Bintulu","culture","Lasar Kenyalang - Bintulu Festival Park is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 4, Jalan Tun Razak, Fortune Park Commercial Centre, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.8/5 from about 16 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","4, Jalan Tun Razak, Fortune Park Commercial Centre, 97000 Bintulu, Sarawak, Malaysia","3.17543","113.0396283","0.00","","uploads/places/google_bulk_lasar_kenyalang_bintulu_festival_park_sarawak_bintulu_1885c9d700.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=9187435174104994551","","4.80","4.80"
"Ujana Square","Sarawak","Bintulu","culture","Ujana Square is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","97000 Bintulu, Sarawak, Malaysia","3.1763492","113.0380545","0.00","","uploads/places/google_bulk_ujana_square_sarawak_bintulu_b58fac3912.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=12547042452893549498","","4.50","4.50"
"Ujana Walk","Sarawak","Bintulu","culture","Ujana Walk is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 5.0/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","97000 Bintulu, Sarawak, Malaysia","3.1759351","113.0387609","0.00","","uploads/places/google_bulk_ujana_walk_sarawak_bintulu_e69681ee57.jpg","1","90","","","","1","Morning or afternoon","0","https://maps.google.com/?cid=1717909284105025807","","5.00","5.00"
"Bintulu Esplanade","Sarawak","Bintulu","nature","Bintulu Esplanade is a nature stop in Bintulu, Sarawak, useful for outdoor scenery and eco-tourism. It is located around Jln Abang Galau, Taman Sinong, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 3.9/5 from about 46 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Abang Galau, Taman Sinong, 97000 Bintulu, Sarawak, Malaysia","3.1702424","113.0413795","0.00","","uploads/places/google_bulk_bintulu_esplanade_sarawak_bintulu_200c50098a.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=8217099507387487144","","3.90","3.90"
"Mural ""bintulu""","Sarawak","Bintulu","culture","Mural ""bintulu"" is a culture stop in Bintulu, Sarawak, useful for local cultural exploration. It is located around No.261, First Floor, Parkcity Commercial Center, Phase 4, Jalan Tun Ahmad Zaidi, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","No.261, First Floor, Parkcity Commercial Center, Phase 4, Jalan Tun Ahmad Zaidi, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia","3.1808929","113.035957","0.00","","uploads/places/google_bulk_mural_bintulu_sarawak_bintulu_0bab3c0802.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=17636138047270586259","","4.00","4.00"
"Parkcity Bintulu Cultural Park","Sarawak","Bintulu","nature","Parkcity Bintulu Cultural Park is a nature stop in Bintulu, Sarawak, useful for outdoor scenery and eco-tourism. It is located around 168, Jalan Tun Ahmad Zaidi, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 3.9/5 from about 59 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","168, Jalan Tun Ahmad Zaidi, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia","3.1823364","113.0401892","0.00","","uploads/places/google_bulk_parkcity_bintulu_cultural_park_sarawak_bintulu_4e6fbe9249.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=1730300774690610407","","3.90","3.90"
"Bintulu Memorial Hill","Sarawak","Bintulu","nature","Bintulu Memorial Hill is a nature stop in Bintulu, Sarawak, useful for outdoor scenery and eco-tourism. It is located around No. 555,Lot. 4368, 7, Jalan Kambar Bubin, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 8 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","No. 555,Lot. 4368, 7, Jalan Kambar Bubin, Parkcity Commerce Square, 97000 Bintulu, Sarawak, Malaysia","3.187328","113.0375492","0.00","Monday: 8:30 AM - 5:00 PM | Tuesday: 8:30 AM - 5:00 PM | Wednesday: 8:30 AM - 5:00 PM | Thursday: 8:30 AM - 5:00 PM | Friday: 8:30 AM - 5:00 PM | Saturday: 8:30 AM - 12:00 PM | Sunday: Closed","uploads/places/google_bulk_bintulu_memorial_hill_sarawak_bintulu_725d2c521d.jpg","1","120","","","","1","Morning","0","https://www.google.com/search?sa=X&biw=1280&bih=579&tbm=lcl&sxsrf=APq-WBuAL4UB1DNCGLmIxWcVcc3Du0sHSw:1649049549628&q=%E5%AD%9D%E6%80%9D%E5%B1%B1%E5%BA%84+Bintulu+Memorial+Hill+Sdn.Bhd.&rflfq=1&num=20&stick=H4sIAAAAAAAAABWQvUrcQRTF2SKSOmv1r7YPyP3-aLdKY5UnCCi4sCqI9hYSUqZIYeE2VmmECIGATV7GXcWn8AzTDHfunPM75-PetM9qYaWint1tlt49zZM7i7qUk8qDRQWrTKVtzE1h5qqkNc07OLiL8VtcmYICq1kugQm5tAmEkoZXU6d2chBRCp6GVxXkAiatHZ7UYzXKPYLMWzUbJ3gQ4MIt2iVkTZZmIMgoUy0vYyFQyRAYowR6VjinlhpN8wFDA7iA66HWSAB9KS2YqSA-0IYViMoQIU2gYCTZmDqaAESEjQ9e7ADI9hQ8oQdGBlWuUUEE1ISwXSnmlIopLg6PYKUKLTK2sesqgW6JGv0z0GSaozRGYs9KwOtI-Gc2e5t9evn1e_fj3-v_293Pu5e_989P3-8_fN4-bHbXm-3j4_bpZrFcnV1era8Wh8en5xerb-vFl9V6vfh6dHawPDk6eAfNWvNU-AEAAA&ved=2ahUKEwjMlv2k1Pn2AhVU4zgGHcs-C5sQjHJ6BAhTEAk&rldimm=11083941190644533038","013-839 9885","4.30","4.30"
"Fort Alice","Sarawak","Sri Aman","museum","Fort Alice is a museum stop in Sri Aman, Sarawak, useful for history, exhibits, and educational visits. It is located around Jalan Kuching/Serian 95000 Pantau, Sri Aman Sarawak, Jalan Sri Aman, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 407 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Kuching/Serian 95000 Pantau, Sri Aman Sarawak, Jalan Sri Aman, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.2397314","111.4618751","5.00","Monday: 9:00 AM - 4:45 PM | Tuesday: 9:00 AM - 4:45 PM | Wednesday: 9:00 AM - 4:45 PM | Thursday: 9:00 AM - 4:45 PM | Friday: 9:00 AM - 4:45 PM | Saturday: 10:00 AM - 4:00 PM | Sunday: 10:00 AM - 4:00 PM","uploads/places/google_bulk_fort_alice_sarawak_sri_aman_8c20ed27d1.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=15207990838400946570","","4.20","4.20"
"Three Fish statue","Sarawak","Sri Aman","culture","Three Fish statue is a culture stop in Sri Aman, Sarawak, useful for local cultural exploration. It is located around The Culture Centre 14, Unit Lock-Up Shop Gerai, 12, Jalan Main Bazaar, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","The Culture Centre 14, Unit Lock-Up Shop Gerai, 12, Jalan Main Bazaar, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.2371817","111.4645815","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_three_fish_statue_sarawak_sri_aman_6f3b35f893.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=14248677193242941010","","5.00","5.00"
"Peace Park, Sri Aman","Sarawak","Sri Aman","culture","Peace Park, Sri Aman is a culture stop in Sri Aman, Sarawak, useful for local cultural exploration. It is located around 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","95000 Simanggang, Sarawak, Malaysia","1.2420758","111.4546536","0.00","","uploads/places/google_bulk_peace_park_sri_aman_sarawak_sri_aman_0135f61ea5.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=2572417078343839593","","4.00","4.00"
"Waterfront Simanggang","Sarawak","Sri Aman","culture","Waterfront Simanggang is a culture stop in Sri Aman, Sarawak, useful for local cultural exploration. It is located around 1704-1708, Jln Durian, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.4/5 from about 374 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","1704-1708, Jln Durian, Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.2386904","111.4630898","0.00","","uploads/places/google_bulk_waterfront_simanggang_sarawak_sri_aman_f85af7a3dc.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=66044037502555583","","4.40","4.40"
"I Love Simanggang Landmark","Sarawak","Sri Aman","culture","I Love Simanggang Landmark is a culture stop in Sri Aman, Sarawak, useful for local cultural exploration. It is located around Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.1/5 from about 8 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.2385621","111.4631931","0.00","","uploads/places/google_bulk_i_love_simanggang_landmark_sarawak_sri_aman_eb112d24fe.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=1111615762816585015","","4.10","4.10"
"Rumah Sri Aman","Sarawak","Sri Aman","museum","Rumah Sri Aman is a museum stop in Sri Aman, Sarawak, useful for history, exhibits, and educational visits. It is located around Jalan Astana, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.5/5 from about 34 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Astana, 95000 Simanggang, Sarawak, Malaysia","1.2418706","111.4563191","5.00","Monday: 9:00 AM - 4:45 PM | Tuesday: 9:00 AM - 4:45 PM | Wednesday: 9:00 AM - 4:45 PM | Thursday: 9:00 AM - 4:45 PM | Friday: 9:00 AM - 4:45 PM | Saturday: 10:00 AM - 4:00 PM | Sunday: 10:00 AM - 4:00 PM","uploads/places/google_bulk_rumah_sri_aman_sarawak_sri_aman_2bb989f489.jpg","1","90","","","","0","Morning or afternoon","0","https://museum.sarawak.gov.my/","","4.50","4.50"
"Sri Aman City Mosque (District Mosque)","Sarawak","Sri Aman","heritage","Sri Aman City Mosque (District Mosque) is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.6/5 from about 77 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","95000 Simanggang, Sarawak, Malaysia","1.240706","111.4597879","0.00","Monday: 4:30 AM - 9:30 PM | Tuesday: 4:30 AM - 9:30 PM | Wednesday: 4:30 AM - 9:30 PM | Thursday: 4:30 AM - 9:30 PM | Friday: 4:30 AM - 9:30 PM | Saturday: 4:30 AM - 9:30 PM | Sunday: 4:30 AM - 9:30 PM","uploads/places/google_bulk_sri_aman_city_mosque_district_mosque_sarawak_sri_aman_f05c0e44f8.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/Masjid-bandar-sri-aman-104211242139605/","","4.60","4.60"
"Mount Hosanna Chapel, Simanggang (1997)","Sarawak","Sri Aman","heritage","Mount Hosanna Chapel, Simanggang (1997) is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around Jalan Kuching - Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.7/5 from about 298 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Kuching - Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.0661836","111.3000736","0.00","Monday: Closed | Tuesday: 9:00 AM - 4:00 PM | Wednesday: 9:00 AM - 4:00 PM | Thursday: 9:00 AM - 4:00 PM | Friday: 9:00 AM - 4:00 PM | Saturday: 9:00 AM - 4:00 PM | Sunday: 9:00 AM - 4:00 PM","uploads/places/google_bulk_mount_hosanna_chapel_simanggang_1997_sarawak_sri_aman_3755676a02.jpg","1","90","","","","0","Morning or afternoon","1","http://kuchingcatholic.org/parish/mount-hosanna-chapel/","083-322 087","4.70","4.70"
"Taman Panorama Benak","Sarawak","Sri Aman","nature","Taman Panorama Benak is a nature stop in Sri Aman, Sarawak, useful for outdoor scenery and eco-tourism. It is located around 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.2/5 from about 61 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","95000 Simanggang, Sarawak, Malaysia","1.2400379","111.4612892","0.00","","uploads/places/google_bulk_taman_panorama_benak_sarawak_sri_aman_46e6bc39c7.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=10404679393082233309","","4.20","4.20"
"Chinese Temple 慈云阁","Sarawak","Sri Aman","heritage","Chinese Temple 慈云阁 is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 4.3/5 from about 27 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pekan Sri Aman, 95000 Simanggang, Sarawak, Malaysia","1.238082","111.4634812","0.00","","uploads/places/google_bulk_chinese_temple_sarawak_sri_aman_5f7c58427c.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/share/1bm8iTNxyw/","019-850 0023","4.30","4.30"
"Fort Lily","Sarawak","Sri Aman","heritage","Fort Lily is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around 3411, Jalan Datuk Patinggi Udin, Kampung Gerakan Daya Wawasan Betong, 95700 Betong, Sarawak, Malaysia. Google Places shows a rating context of 3.9/5 from about 23 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","3411, Jalan Datuk Patinggi Udin, Kampung Gerakan Daya Wawasan Betong, 95700 Betong, Sarawak, Malaysia","1.414457","111.527991","0.00","Monday: Closed | Tuesday: 9:00 AM - 4:45 PM | Wednesday: 9:00 AM - 4:45 PM | Thursday: 9:00 AM - 4:45 PM | Friday: 9:00 AM - 4:45 PM | Saturday: 10:00 AM - 4:00 PM | Sunday: 10:00 AM - 4:00 PM","uploads/places/google_bulk_fort_lily_sarawak_sri_aman_9277787fb7.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=574835660806867692","","3.90","3.90"
"Masjid Lama Kampung Tengah","Sarawak","Sri Aman","heritage","Masjid Lama Kampung Tengah is a heritage stop in Sri Aman, Sarawak, useful for religious, architectural, or historical heritage. It is located around 36, Jalan Main Bazar, 95000 Simanggang, Sarawak, Malaysia. Google Places shows a rating context of 3.0/5 from about 2 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","36, Jalan Main Bazar, 95000 Simanggang, Sarawak, Malaysia","1.2359606","111.4660057","0.00","","uploads/places/google_bulk_masjid_lama_kampung_tengah_sarawak_sri_aman_a1217d3cca.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=9857120299573419112","","3.00","3.00"
